1, 25, 0, 0.5
2, 25, 0, 0.1
3, 25, 0, 0.05
4, 25, 2, 0.5
5, 25, 2, 0.1
6, 25, 2, 0.05
7, 25, 5, 0.5
8, 25, 5, 0.1
9, 25, 5, 0.05
10, 50, 0, 0.5
11, 50, 0, 0.1
12, 50, 0, 0.05
13, 50, 2, 0.5
14, 50, 2, 0.1
15, 50, 2, 0.05
16, 50, 5, 0.5
17, 50, 5, 0.1
18, 50, 5, 0.05
